Gmt time,Open,High,Low,Close,Volume
01.01.2000 00:00:00.000,3707.830,3707.830,3707.830,3707.830,0
02.01.2000 00:00:00.000,3707.830,3707.830,3707.830,3707.830,0
03.01.2000 00:00:00.000,3755.740,3836.860,3643.250,3790.550,0
04.01.2000 00:00:00.000,3766.570,3766.570,3542.730,3546.200,0
05.01.2000 00:00:00.000,3543.130,3576.170,3371.750,3507.310,0
06.01.2000 00:00:00.000,3488.310,3513.550,3334.020,3340.810,0
07.01.2000 00:00:00.000,3337.260,3529.750,3314.750,3529.600,0
08.01.2000 00:00:00.000,3529.600,3529.600,3529.600,3529.600,0
09.01.2000 00:00:00.000,3529.600,3529.600,3529.600,3529.600,0
10.01.2000 00:00:00.000,3654.880,3756.170,3605.640,3717.410,0
11.01.2000 00:00:00.000,3715.220,3717.170,3517.790,3544.350,0
12.01.2000 00:00:00.000,3548.770,3572.620,3447.900,3478.140,0
13.01.2000 00:00:00.000,3495.830,3612.430,3494.390,3612.080,0
14.01.2000 00:00:00.000,3653.300,3744.890,3653.300,3704.740,0
15.01.2000 00:00:00.000,3704.740,3704.740,3704.740,3704.740,0
16.01.2000 00:00:00.000,3704.740,3704.740,3704.740,3704.740,0
17.01.2000 00:00:00.000,3704.740,3704.740,3704.740,3704.740,0
18.01.2000 00:00:00.000,3704.740,3779.560,3665.870,3757.780,0
19.01.2000 00:00:00.000,3741.450,3803.720,3711.960,3790.890,0
20.01.2000 00:00:00.000,3798.840,3877.430,3782.430,3841.740,0
21.01.2000 00:00:00.000,3841.740,3891.810,3806.580,3849.960,0
22.01.2000 00:00:00.000,3849.960,3849.960,3849.960,3849.960,0
23.01.2000 00:00:00.000,3849.960,3849.960,3849.960,3849.960,0
24.01.2000 00:00:00.000,3888.330,3905.100,3660.860,3660.960,0
25.01.2000 00:00:00.000,3667.020,3759.330,3591.340,3759.110,0
26.01.2000 00:00:00.000,3762.690,3762.690,3621.100,3621.210,0
27.01.2000 00:00:00.000,3628.880,3701.300,3512.070,3593.150,0
28.01.2000 00:00:00.000,3595.890,3617.600,3409.590,3446.130,0
29.01.2000 00:00:00.000,3446.130,3446.130,3446.130,3446.130,0
30.01.2000 00:00:00.000,3446.130,3446.130,3446.130,3446.130,0
31.01.2000 00:00:00.000,3438.090,3570.590,3349.060,3570.050,0
01.02.2000 00:00:00.000,3580.290,3703.590,3544.930,3701.780,0
02.02.2000 00:00:00.000,3700.200,3785.360,3693.950,3724.460,0
03.02.2000 00:00:00.000,3726.130,3857.340,3704.230,3851.160,0
04.02.2000 00:00:00.000,3858.600,3929.810,3856.830,3874.370,0
05.02.2000 00:00:00.000,3874.370,3874.370,3874.370,3874.370,0
