Gmt time,Open,High,Low,Close,Volume
30.09.2013 00:00:00.000,15110.760,15168.766,15100.763,15147.678,1.156
01.10.2013 00:00:00.000,15131.662,15205.780,15114.674,15186.774,2.962
02.10.2013 00:00:00.000,15177.760,15177.760,15045.684,15127.675,2.69
03.10.2013 00:00:00.000,15120.764,15120.764,14946.681,14975.693,0.962
04.10.2013 00:00:00.000,14994.678,15083.917,14976.307,15076.427,3.548
05.10.2013 00:00:00.000,15076.427,15076.427,15076.427,15076.427,0
06.10.2013 00:00:00.000,15076.427,15076.427,15076.427,15076.427,0
07.10.2013 00:00:00.000,15072.578,15072.578,14922.426,14938.358,3.894
08.10.2013 00:00:00.000,14936.238,14936.238,14773.568,14773.568,2.594
09.10.2013 00:00:00.000,14776.527,14852.298,14720.188,14805.067,2.588
10.10.2013 00:00:00.000,14802.978,15121.891,14802.972,15121.891,3.034
11.10.2013 00:00:00.000,15101.921,15235.972,15101.921,15235.972,3.254
12.10.2013 00:00:00.000,15235.972,15235.972,15235.972,15235.972,0
13.10.2013 00:00:00.000,15235.972,15235.972,15235.972,15235.972,0
14.10.2013 00:00:00.000,15235.972,15235.972,15235.972,15235.972,0
15.10.2013 00:00:00.000,15235.972,15235.972,15235.972,15235.972,0
16.10.2013 00:00:00.000,15168.001,15168.002,15168.001,15168.002,0.004
17.10.2013 00:00:00.000,15373.822,15373.822,15229.011,15322.052,13.682
18.10.2013 00:00:00.000,15321.803,15385.962,15320.711,15357.832,10.224
19.10.2013 00:00:00.000,15357.832,15357.832,15357.832,15357.832,0
20.10.2013 00:00:00.000,15357.832,15357.832,15357.832,15357.832,0
21.10.2013 00:00:00.000,15399.642,15410.173,15362.652,15392.193,16.54
22.10.2013 00:00:00.000,15392.193,15518.080,15382.896,15440.583,8.1159
23.10.2013 00:00:00.000,15440.514,15500.801,15366.154,15410.660,17.856
24.10.2013 00:00:00.000,15410.470,15428.111,15371.905,15413.302,12.048
25.10.2013 00:00:00.000,15509.193,15509.193,15509.185,15509.185,0.006
26.10.2013 00:00:00.000,15509.185,15509.185,15509.185,15509.185,0
27.10.2013 00:00:00.000,15509.185,15509.185,15509.185,15509.185,0
28.10.2013 00:00:00.000,15529.545,15600.965,15528.771,15559.661,5.2148
29.10.2013 00:00:00.000,15559.716,15685.854,15545.757,15666.863,12.091
30.10.2013 00:00:00.000,15666.973,15736.746,15545.656,15559.941,9.2158
31.10.2013 00:00:00.000,15558.674,15652.956,15543.815,15573.900,10.4381
01.11.2013 00:00:00.000,15573.880,15650.995,15543.871,15602.859,9.7027
02.11.2013 00:00:00.000,15602.859,15602.859,15602.859,15602.859,0
03.11.2013 00:00:00.000,15602.859,15602.859,15602.859,15602.859,0
04.11.2013 00:00:00.000,15607.666,15669.965,15586.898,15634.977,10.7352
05.11.2013 00:00:00.000,15634.603,15651.867,15518.928,15603.827,11.6725
06.11.2013 00:00:00.000,15604.882,15751.913,15604.606,15717.649,0.4208
07.11.2013 00:00:00.000,15716.915,15827.840,15578.632,15602.828,3.1756
08.11.2013 00:00:00.000,15603.762,15766.962,15543.938,15745.828,8.2759
09.11.2013 00:00:00.000,15745.828,15745.828,15745.828,15745.828,0
10.11.2013 00:00:00.000,15745.828,15745.828,15745.828,15745.828,0
11.11.2013 00:00:00.000,15745.635,15791.946,15722.634,15774.931,12.1234
